1;0;4837;10.517444;793;-0.000796;0.439584
1;1;4837;10.620009;789;-0.000796;0.354362
1;1;4833;10.426466;789;-0.661773;0.179005
1;1;4841;11.096947;790;0.819166;0.038309
1;1;4832;10.848082;793;-1.422529;0.452114
1;1;4842;11.453491;796;2.033790;0.254770
1;1;4832;10.776423;797;4.221774;0.314802
1;1;4836;11.150045;801;3.338199;0.097661
1;9;4836;10.579546;794;-1.422529;0.084815
1;10;4838;10.651536;793;0.819166;0.408196
1;21;4836;10.501527;793;-0.661773;0.263468
1;22;4837;10.526770;792;-0.000796;0.249737
1;22;4837;10.526770;792;-0.000796;0.318323
1;22;4837;10.526770;792;-0.000796;0.408586
1;22;4837;10.526770;792;-0.000796;0.082934
1;22;4837;10.526770;792;-0.000796;0.415214
1;22;4837;10.526770;792;-0.000796;0.263333
1;22;4837;10.526770;792;-0.000796;0.505096
1;38;4837;10.492370;794;1.570000;0.082633
2;0;4849;10.743390;816;0.123561;0.025211
2;1;4849;10.553078;813;0.123561;0.375291
2;1;4844;12.105822;815;-1.081497;0.125764
2;1;4854;11.070590;814;1.080181;0.014139
2;1;4856;10.643750;816;1.366152;0.219881
2;1;4845;11.437965;821;3.926283;0.364074
2;1;4856;11.492728;820;2.014564;0.368637
2;1;4850;10.855517;822;2.837927;0.255226
2;9;4851;10.855003;817;1.366152;0.431841
2;10;4851;10.900966;816;1.080181;0.106111
2;21;4848;11.255417;816;-1.081497;0.234116
2;22;4849;10.557370;815;0.123561;0.208368
2;22;4849;10.557370;815;0.123561;0.502528
2;22;4849;10.557370;815;0.123561;0.386112
2;22;4849;10.557370;815;0.123561;0.397853
2;22;4849;10.557370;815;0.123561;0.376644
2;22;4849;10.557370;815;0.123561;0.361241
2;22;4849;10.557370;815;0.123561;0.137958
2;38;4849;11.196307;817;1.570000;0.241896
3;0;4864;10.372409;789;-0.117903;0.207057
3;1;4863;10.075755;785;-0.117903;0.369664
3;1;4861;10.467956;788;-0.876750;0.189861
3;1;4866;10.217891;789;0.941320;0.441262
3;1;4861;10.382646;793;4.009439;0.449803
3;1;4868;10.329134;795;2.479820;0.492914
3;9;4863;10.429125;791;4.009439;0.057785
3;10;4865;10.191752;790;0.941320;0.338484
3;21;4863;10.479160;789;-0.876750;0.192696
3;22;4864;10.507225;788;-0.117903;0.218165
3;22;4864;10.507225;788;-0.117903;0.356777
3;22;4864;10.507225;788;-0.117903;0.014732
3;22;4864;10.507225;788;-0.117903;0.189647
3;22;4864;10.507225;788;-0.117903;0.394955
3;38;4864;10.355269;790;1.570000;0.300265
4;0;4851;10.299130;761;-0.427393;0.396227
4;1;4850;10.192702;758;-0.427393;0.331238
4;1;4854;10.352086;757;0.493185;0.305739
4;1;4848;10.370538;762;-1.504848;0.193993
4;1;4857;10.129351;760;1.221386;0.488374
4;1;4856;9.921953;766;2.403062;0.108701
4;1;4848;10.087093;766;3.894031;0.396750
4;1;4852;9.977080;767;3.140796;0.302311
4;9;4854;10.346586;761;1.221386;0.314061
4;10;4851;10.379042;762;-1.504848;0.075324
4;21;4853;10.389713;761;0.493185;0.025312
4;22;4851;10.254604;760;-0.427393;0.191635
4;22;4851;10.254604;760;-0.427393;0.475179
4;22;4851;10.254604;760;-0.427393;0.441107
4;22;4851;10.254604;760;-0.427393;0.191154
4;22;4851;10.254604;760;-0.427393;0.047081
4;22;4851;10.254604;760;-0.427393;0.087745
4;22;4851;10.254604;760;-0.427393;0.467232
4;38;4852;10.404188;762;1.570000;0.350792
5;0;4836;10.364538;759;-0.359545;0.293788
5;1;4835;10.258033;755;-0.359545;0.329789
5;1;4838;10.279215;755;0.232956;0.097825
5;1;4832;10.632878;760;-1.447063;0.038462
5;1;4842;10.388199;761;1.636745;0.362711
5;1;4833;10.572063;765;3.891808;0.497736
5;1;4837;10.283868;767;3.140796;0.011052
5;9;4839;10.694981;761;1.636745;0.057688
5;10;4836;10.423248;761;-1.447063;0.361999
5;21;4837;10.317570;759;0.232956;0.168751
5;22;4836;10.398168;758;-0.359545;0.210339
5;22;4836;10.398168;758;-0.359545;0.295353
5;22;4836;10.398168;758;-0.359545;0.076566
5;22;4836;10.398168;758;-0.359545;0.252472
5;22;4836;10.398168;758;-0.359545;0.465632
5;22;4836;10.398168;758;-0.359545;0.420142
5;38;4837;10.563197;761;1.570000;0.479636
6;0;4852;10.239984;778;-0.000796;0.010055
6;1;4852;10.081514;774;-0.000796;0.178956
6;1;4847;10.247983;779;-1.438867;0.072577
6;1;4856;10.188114;777;0.959393;0.460865
6;1;4857;10.159132;784;2.264843;0.171331
6;1;4847;10.840689;785;3.960759;0.192279
6;1;4852;10.486453;787;3.188380;0.168864
6;9;4853;10.322313;781;2.264843;0.101117
6;10;4853;10.239011;779;0.959393;0.352047
6;21;4851;10.225800;780;-1.438867;0.355573
6;22;4852;10.204821;777;-0.000796;0.509200
6;22;4852;10.204821;777;-0.000796;0.016543
6;22;4852;10.204821;777;-0.000796;0.212170
6;22;4852;10.204821;777;-0.000796;0.426395
6;22;4852;10.204821;777;-0.000796;0.110919
6;22;4852;10.204821;777;-0.000796;0.352674
6;38;4852;10.344060;780;1.570000;0.446712
7;0;4865;10.806376;808;0.609988;0.240100
7;1;4867;11.035884;804;0.609988;0.123563
7;1;4861;11.301120;807;-1.019809;0.094332
7;1;4868;10.803057;810;1.712071;0.416314
7;1;4860;10.810883;811;4.221774;0.082150
7;9;4863;10.771153;810;4.221774;0.067664
7;10;4865;10.816081;809;1.712071;0.394196
7;21;4863;10.588800;809;-1.019809;0.315141
7;22;4866;11.119566;807;0.609988;0.398367
7;22;4866;11.119566;807;0.609988;0.406231
7;22;4866;11.119566;807;0.609988;0.311743
7;22;4866;11.119566;807;0.609988;0.430257
7;38;4864;10.782919;809;1.570000;0.491429
8;0;4851;11.448863;799;0.046787;0.011399
8;1;4851;12.190557;794;0.046787;0.228987
8;1;4847;11.088462;799;-1.107803;0.218839
8;1;4856;11.363088;797;0.867847;0.251133
8;1;4859;11.372232;800;1.470507;0.503242
8;1;4856;11.381409;804;2.121784;0.386301
8;1;4844;10.896122;804;4.271895;0.128766
8;1;4850;10.939255;807;3.265154;0.304335
8;9;4853;11.189303;801;1.470507;0.022671
8;10;4852;11.216413;800;0.867847;0.444695
8;21;4850;11.467825;800;-1.107803;0.290655
8;22;4851;12.050433;798;0.046787;0.047165
8;22;4851;12.050433;798;0.046787;0.501244
8;22;4851;12.050433;798;0.046787;0.410169
8;22;4851;12.050433;798;0.046787;0.380309
8;22;4851;12.050433;798;0.046787;0.192864
8;22;4851;12.050433;798;0.046787;0.124874
8;22;4851;12.050433;798;0.046787;0.300335
8;38;4851;11.170787;801;1.570000;0.245572
9;0;4833;11.480582;808;-1.043386;0.273059
9;1;4830;10.766704;807;-1.043386;0.053812
9;1;4835;11.619814;806;0.196606;0.317525
9;1;4838;12.771905;807;1.130303;0.277645
9;1;4831;11.606344;810;4.204630;0.058674
9;1;4839;12.394373;811;2.060096;0.165143
9;1;4835;14.435739;816;2.991910;0.053973
9;9;4833;11.809448;809;4.204630;0.042134
9;10;4835;12.025857;808;1.130303;0.217282
9;21;4834;12.212044;808;0.196606;0.474054
9;22;4832;11.395633;808;-1.043386;0.408044
9;22;4832;11.395633;808;-1.043386;0.253573
9;22;4832;11.395633;808;-1.043386;0.347459
9;22;4832;11.395633;808;-1.043386;0.321137
9;22;4832;11.395633;808;-1.043386;0.262833
9;22;4832;11.395633;808;-1.043386;0.503492
9;38;4834;12.538916;809;1.570000;0.282911
10;0;4837;10.420415;777;-0.000796;0.345538
10;1;4837;10.294174;773;-0.000796;0.424495
10;1;4841;10.208163;773;0.752438;0.301383
10;1;4832;10.300829;777;-1.429521;0.242086
10;1;4842;10.228146;779;1.702726;0.213294
10;1;4837;10.680650;783;3.140796;0.241060
10;9;4838;10.446053;778;1.702726;0.418382
10;10;4836;10.426789;778;-1.429521;0.487415
10;21;4838;10.342910;777;0.752438;0.135383
10;22;4837;10.475926;776;-0.000796;0.067885
10;22;4837;10.475926;776;-0.000796;0.392148
10;22;4837;10.475926;776;-0.000796;0.095283
10;22;4837;10.475926;776;-0.000796;0.045337
10;22;4837;10.475926;776;-0.000796;0.212758
10;38;4837;10.559290;778;1.570000;0.050831
11;0;4861;9.853733;772;-0.738531;0.253005
11;1;4860;9.874080;770;-0.738531;0.162552
11;1;4862;9.876118;768;0.065773;0.496752
11;1;4865;9.847660;771;1.029711;0.145004
11;1;4860;9.923315;774;4.100986;0.241533
11;1;4865;9.850284;775;2.175665;0.160973
11;1;4862;9.969843;777;3.023690;0.269955
11;9;4861;9.832761;773;4.100986;0.466026
11;10;4863;9.879317;773;1.029711;0.221169
11;21;4862;9.892947;772;0.065773;0.431112
11;22;4861;9.853733;772;-0.738531;0.485913
11;22;4861;9.853733;772;-0.738531;0.473598
11;22;4861;9.853733;772;-0.738531;0.382077
11;22;4861;9.853733;772;-0.738531;0.145502
11;22;4861;9.853733;772;-0.738531;0.385220
11;22;4861;9.853733;772;-0.738531;0.064171
11;38;4862;9.851973;773;1.570000;0.306481
12;0;4871;10.653278;799;-0.661773;0.034881
12;1;4870;10.761482;798;-0.661773;0.498722
12;1;4872;10.361520;796;0.230304;0.375687
12;1;4866;11.025480;799;4.612100;0.379441
12;1;4870;10.862834;800;3.751581;0.334524
12;1;4873;10.560528;803;2.612767;0.242184
12;9;4871;10.653278;799;3.751581;0.015861
12;10;4870;10.745387;799;4.612100;0.032383
12;21;4871;10.664264;798;0.230304;0.471165
12;22;4871;10.653278;799;-0.661773;0.235201
12;22;4871;10.653278;799;-0.661773;0.156966
12;22;4871;10.653278;799;-0.661773;0.199857
12;22;4871;10.653278;799;-0.661773;0.372884
12;22;4871;10.653278;799;-0.661773;0.143989
12;38;4871;10.653278;799;1.570000;0.421675
13;0;5009;9.949860;1048;-0.153442;0.137052
13;1;5008;9.937444;1045;-0.153442;0.307194
13;1;5014;9.952461;1048;1.165258;0.267856
13;1;5004;9.930698;1049;-1.386073;0.065657
13;1;5006;9.830949;1054;3.843127;0.349556
13;1;5012;9.832336;1054;2.535309;0.101521
13;9;5008;9.889553;1051;3.843127;0.070249
13;10;5007;9.902046;1050;-1.386073;0.019581
13;21;5011;9.939323;1049;1.165258;0.444942
13;22;5009;9.963806;1047;-0.153442;0.436451
13;22;5009;9.963806;1047;-0.153442;0.361556
13;22;5009;9.963806;1047;-0.153442;0.147790
13;22;5009;9.963806;1047;-0.153442;0.261095
13;22;5009;9.963806;1047;-0.153442;0.483354
13;38;5009;9.896429;1050;1.570000;0.030257
14;0;5030;9.918770;1058;-0.490714;0.160876
14;1;5029;9.947637;1054;-0.490714;0.437669
14;1;5033;9.860323;1055;0.394021;0.041615
14;1;5028;9.897655;1060;4.413256;0.498412
14;1;5036;9.896049;1060;1.735321;0.257515
14;1;5030;9.814073;1064;3.326150;0.397107
14;1;5035;9.788071;1066;2.609118;0.336240
14;9;5032;9.853163;1059;1.735321;0.334552
14;10;5030;9.874386;1059;4.413256;0.277386
14;21;5032;9.867802;1058;0.394021;0.317923
14;22;5030;9.907715;1057;-0.490714;0.365283
14;22;5030;9.907715;1057;-0.490714;0.063358
14;22;5030;9.907715;1057;-0.490714;0.120036
14;22;5030;9.907715;1057;-0.490714;0.307160
14;22;5030;9.907715;1057;-0.490714;0.236914
14;22;5030;9.907715;1057;-0.490714;0.343574
14;38;5031;9.839102;1059;1.570000;0.384100
15;0;5005;9.669353;1075;-0.552402;0.430060
15;1;5004;9.684836;1073;-0.552402;0.416748
15;1;5010;9.688561;1072;0.744705;0.392000
15;1;5001;9.668841;1076;-1.523832;0.240736
15;1;5014;9.625574;1076;1.524754;0.275928
15;1;5007;9.613506;1079;2.740583;0.092056
15;1;5002;9.643556;1081;3.784361;0.344134
15;9;5008;9.645539;1076;1.524754;0.140379
15;10;5004;9.659902;1076;-1.523832;0.434825
15;19;5005;9.607026;1083;1.570000;0.031747
15;20;5005;9.607026;1083;1.570000;0.335781
15;21;5007;9.663223;1075;0.744705;0.368625
15;22;5005;9.690393;1074;-0.552402;0.370956
15;22;5005;9.690393;1074;-0.552402;0.338977
15;22;5005;9.690393;1074;-0.552402;0.300610
15;22;5005;9.690393;1074;-0.552402;0.365201
15;22;5005;9.690393;1074;-0.552402;0.152501
15;22;5005;9.690393;1074;-0.552402;0.424471
15;38;5006;9.657658;1076;1.570000;0.373416
16;0;4982;9.906342;1055;0.217881;0.189721
16;1;4983;9.982111;1050;0.217881;0.480803
16;1;4986;9.977644;1053;0.832282;0.197167
16;1;4979;9.863264;1055;-0.942680;0.274600
16;1;4977;9.874284;1059;4.299331;0.349846
16;1;4987;9.879836;1059;1.928926;0.457510
16;1;4979;9.879798;1061;3.784361;0.226788
16;1;4983;9.830381;1063;2.975652;0.449292
16;9;4981;9.866142;1058;4.299331;0.332094
16;10;4981;9.897412;1056;-0.942680;0.064380
16;21;4983;9.919923;1056;0.832282;0.123138
16;22;4983;9.932385;1054;0.217881;0.167642
16;22;4983;9.932385;1054;0.217881;0.070769
16;22;4983;9.932385;1054;0.217881;0.041483
16;22;4983;9.932385;1054;0.217881;0.102435
16;22;4983;9.932385;1054;0.217881;0.072231
16;22;4983;9.932385;1054;0.217881;0.392211
16;22;4983;9.932385;1054;0.217881;0.261788
16;38;4982;9.897434;1057;1.570000;0.180955
17;0;4983;9.915936;1104;-0.056294;0.105130
17;1;4983;9.908234;1101;-0.056294;0.309211
17;1;4986;9.831074;1102;0.665241;0.389389
17;1;4980;9.926929;1103;-0.786106;0.065158
17;1;4988;9.804120;1106;1.653318;0.129789
17;1;4978;9.835419;1107;4.579216;0.455689
17;1;4980;9.816558;1111;3.604479;0.104671
17;1;4983;9.763802;1111;3.050138;0.427992
17;9;4985;9.836823;1106;1.653318;0.375711
17;10;4982;9.879745;1105;-0.786106;0.497771
17;21;4984;9.883986;1105;0.665241;0.204435
17;22;4983;9.913071;1103;-0.056294;0.370762
17;22;4983;9.913071;1103;-0.056294;0.498510
17;22;4983;9.913071;1103;-0.056294;0.446734
17;22;4983;9.913071;1103;-0.056294;0.132074
17;22;4983;9.913071;1103;-0.056294;0.021491
17;22;4983;9.913071;1103;-0.056294;0.109818
17;22;4983;9.913071;1103;-0.056294;0.443752
17;38;4983;9.892088;1106;1.570000;0.235143
18;0;5041;9.719482;1074;0.131758;0.488446
18;1;5042;9.785773;1069;0.131758;0.433674
18;1;5039;9.773653;1072;-0.532475;0.070074
18;1;5044;9.677530;1076;1.487035;0.184069
18;1;5038;9.690877;1076;-1.494644;0.401206
18;1;5039;9.637836;1079;3.886298;0.419714
18;1;5044;9.668029;1078;2.022922;0.156101
18;9;5040;9.691943;1076;-1.494644;0.029871
18;10;5042;9.684399;1076;1.487035;0.123846
18;19;5041;9.607317;1084;1.570000;0.296289
