0;0;0;0;land;false;unknown;0
1;168;16;1;land;false;urban;7
2;231;47;1;land;false;plains;7
3;187;6;1;land;false;urban;7
4;226;44;1;land;false;plains;7
5;190;7;1;land;false;plains;7
6;213;21;1;land;false;plains;7
7;212;33;1;land;false;plains;7
8;244;27;1;land;false;urban;7
9;203;34;1;land;false;hills;7
10;243;20;1;land;false;plains;7
11;244;32;1;land;false;plains;7
12;226;28;1;land;false;plains;7
13;157;73;1;land;false;urban;7
14;157;75;1;land;false;plains;7
15;142;101;1;land;true;plains;7
16;160;78;1;land;false;plains;7
17;148;77;1;land;false;plains;7
18;116;117;1;land;true;plains;7
19;92;56;1;land;false;plains;7
20;144;77;1;land;true;plains;7
21;98;64;1;land;false;plains;7
22;131;86;1;land;true;plains;7
23;96;85;1;land;false;plains;7
24;126;78;1;land;false;urban;7
25;170;47;1;land;false;plains;7
26;128;81;1;land;false;urban;7
27;128;71;1;land;true;plains;7
28;170;38;1;land;false;plains;7
29;156;103;1;land;true;plains;7
30;156;117;1;land;false;plains;7
31;146;115;1;land;false;plains;7
32;41;18;1;land;false;plains;7
33;26;13;1;land;false;plains;7
34;24;13;1;land;false;urban;7
35;32;71;1;land;false;plains;7
36;218;206;1;land;true;urban;7
37;223;199;1;land;true;plains;7
38;209;165;1;land;false;plains;7
39;219;180;1;land;true;plains;7
40;251;170;1;land;false;plains;7
41;49;40;1;land;true;plains;7
42;11;78;1;land;false;plains;7
43;14;51;1;land;true;plains;7
44;21;12;1;land;false;plains;7
45;43;48;1;land;true;plains;7
46;168;162;1;land;false;plains;7
47;172;168;1;land;false;hills;7
48;178;193;1;land;false;plains;7
49;237;192;1;land;false;plains;7
50;213;222;1;land;false;plains;7
51;163;167;1;land;false;plains;7
52;74;42;1;land;false;urban;7
53;79;86;1;land;false;plains;7
54;83;46;1;land;false;plains;7
55;76;28;1;land;false;plains;7
56;74;67;1;land;false;plains;7
57;28;21;1;land;false;urban;7
58;46;84;1;land;false;urban;7
59;191;0;1;land;false;mountain;7
60;254;32;1;land;false;hills;7
61;233;40;1;land;false;desert;7
62;195;60;1;land;false;desert;7
63;220;31;1;land;false;desert;7
64;197;37;1;land;false;hills;7
65;240;14;1;land;false;desert;7
66;242;5;1;land;false;desert;7
67;210;33;1;land;false;desert;7
68;209;13;1;land;false;desert;7
69;222;34;1;land;false;desert;7
70;189;45;1;land;false;desert;7
71;198;47;1;land;false;desert;7
72;223;31;1;land;false;desert;7
73;192;18;1;land;false;hills;7
74;218;16;1;land;false;hills;7
75;242;29;1;land;false;desert;7
76;190;34;1;land;false;desert;7
77;218;18;1;land;false;desert;7
78;226;13;1;land;false;desert;7
79;248;64;1;land;false;desert;7
80;214;42;1;land;false;mountain;7
81;216;42;1;land;false;desert;7
82;215;25;1;land;false;mountain;7
83;232;63;1;land;false;desert;7
84;249;31;1;land;false;desert;7
85;192;3;1;land;false;mountain;7
86;217;7;1;land;false;desert;7
87;204;34;1;land;false;desert;7
88;237;17;1;land;false;hills;7
89;204;21;1;land;false;desert;7
90;199;39;1;land;false;hills;7
91;223;24;1;land;false;desert;7
92;203;10;1;land;false;desert;7
93;221;58;1;land;false;desert;7
94;246;25;1;land;false;hills;7
95;195;18;1;land;false;desert;7
96;225;13;1;land;false;desert;7
97;253;12;1;land;false;desert;7
98;208;61;1;land;false;hills;7
99;225;8;1;land;false;desert;7
100;217;1;1;land;false;desert;7
101;242;39;1;land;false;desert;7
102;203;61;1;land;false;desert;7
103;226;1;1;land;false;desert;7
104;208;26;1;land;false;desert;7
105;207;60;1;land;false;desert;7
106;248;48;1;land;false;desert;7
107;228;43;1;land;false;desert;7
108;212;10;1;land;false;desert;7
109;213;10;1;land;false;desert;7
110;218;48;1;land;false;desert;7
111;208;55;1;land;false;desert;7
112;231;9;1;land;false;desert;7
113;235;15;1;land;false;desert;7
114;242;3;1;land;false;desert;7
115;194;39;1;land;false;mountain;7
116;226;65;1;land;false;mountain;7
117;197;11;1;land;false;desert;7
118;217;4;1;land;false;desert;7
119;234;37;1;land;false;desert;7
120;225;15;1;land;false;desert;7
121;200;11;1;land;false;hills;7
122;240;30;1;land;false;mountain;7
123;220;38;1;land;false;desert;7
124;244;44;1;land;false;desert;7
125;250;64;1;land;false;desert;7
126;200;0;1;land;false;mountain;7
127;253;61;1;land;false;desert;7
128;245;54;1;land;false;desert;7
129;244;13;1;land;false;desert;7
130;253;30;1;land;false;desert;7
131;21;110;1;land;false;plains;7
132;18;146;1;land;false;hills;7
133;70;129;1;land;false;plains;7
134;73;114;1;land;false;plains;7
135;32;95;1;land;false;mountain;7
136;17;116;1;land;false;hills;7
137;31;158;1;land;false;urban;7
138;51;111;1;land;false;hills;7
139;70;132;1;land;false;plains;7
140;10;116;1;land;false;plains;7
141;63;131;1;land;false;plains;7
142;217;107;1;land;false;plains;7
143;215;139;1;land;false;plains;7
144;222;119;1;land;false;plains;7
145;229;81;1;land;false;plains;7
146;250;129;1;land;true;plains;7
147;221;98;1;land;false;plains;7
148;248;80;1;land;false;plains;7
149;209;106;1;land;true;plains;7
150;227;150;1;land;false;urban;7
151;205;233;1;land;false;plains;7
152;220;164;1;land;false;urban;7
153;242;194;1;land;false;plains;7
154;207;169;1;land;false;urban;7
155;248;219;1;land;false;plains;7
156;248;160;1;land;false;plains;7
157;233;231;1;land;false;plains;7
158;235;179;1;land;false;plains;7
159;251;209;1;land;false;urban;7
160;234;210;1;land;false;plains;7
161;196;211;1;land;false;plains;7
162;230;210;1;land;false;plains;7
163;238;168;1;land;false;plains;7
164;239;169;1;land;false;plains;7
165;225;203;1;land;false;plains;7
166;220;191;1;land;false;plains;7
167;149;192;1;land;false;plains;7
168;221;207;1;land;false;plains;7
169;178;164;1;land;false;urban;7
170;160;205;1;land;false;plains;7
171;152;169;1;land;false;plains;7
172;184;211;1;land;false;plains;7
173;195;197;1;land;false;plains;7
174;235;132;1;land;false;plains;7
175;218;79;1;land;false;urban;7
176;245;125;1;land;false;urban;7
177;239;81;1;land;false;urban;7
178;216;137;1;land;false;plains;7
179;239;95;1;land;false;plains;7
180;223;84;1;land;false;plains;7
181;210;152;1;land;false;plains;7
182;91;79;1;land;false;plains;7
183;114;58;1;land;false;plains;7
184;98;43;1;land;true;plains;7
185;94;101;1;land;false;plains;7
186;92;69;1;land;false;plains;7
187;113;115;1;land;true;plains;7
188;86;99;1;land;true;plains;7
189;122;74;1;land;false;plains;7
190;118;39;1;land;false;plains;7
191;145;93;1;land;false;plains;7
192;140;101;1;land;false;plains;7
193;128;64;1;land;true;plains;7
194;92;78;1;land;false;plains;7
195;122;47;1;land;true;plains;7
196;72;236;1;land;false;urban;7
197;84;206;1;land;true;plains;7
198;97;236;1;land;false;urban;7
199;53;207;1;land;true;plains;7
200;18;196;1;land;true;plains;7
201;96;230;1;land;true;plains;7
202;53;251;1;land;true;plains;7
203;80;209;1;land;false;plains;7
204;49;48;1;land;true;plains;7
205;24;27;1;land;true;urban;7
206;72;78;1;land;false;plains;7
207;55;15;1;land;true;plains;7
208;6;70;1;land;true;plains;7
209;225;231;1;land;false;plains;7
210;198;223;1;land;false;plains;7
211;251;174;1;land;false;urban;7
212;226;188;1;land;false;plains;7
213;208;159;1;land;false;urban;7
214;194;227;1;land;false;plains;7
215;229;220;1;land;false;hills;7
216;219;190;1;land;false;hills;7
217;231;197;1;land;false;hills;7
218;200;174;1;land;false;plains;7
219;119;172;1;land;false;urban;7
220;123;203;1;land;false;plains;7
221;169;193;1;land;false;urban;7
222;166;137;1;land;false;plains;7
223;169;194;1;land;false;plains;7
224;35;27;1;land;false;hills;7
225;10;6;1;land;false;plains;7
226;40;41;1;land;false;mountain;7
227;27;62;1;land;false;plains;7
228;17;16;1;land;false;plains;7
229;11;32;1;land;false;hills;7
230;3;8;1;land;false;plains;7
