1;supply_node;4842;10.181794;755;-1.570000;0
1;supply_node;4859;10.727822;814;-1.570000;0
1;supply_node;4834;10.430478;791;-1.570000;0
1;supply_node;4860;10.754481;814;-1.570000;0
1;supply_node;4837;12.563743;813;-1.570000;0
1;supply_node;4845;10.062670;773;-1.570000;0
1;supply_node;4850;10.270737;757;-1.570000;0
1;supply_node;4840;10.994994;799;-1.570000;0
1;supply_node;4875;10.518437;805;-1.570000;0
1;supply_node;4842;11.951445;817;-1.570000;0
1;supply_node;4836;12.758902;817;-1.570000;0
1;supply_node;4854;9.867361;773;-1.570000;0
1;arms_factory;4835;12.763167;813;-1.570000;0
1;arms_factory;4829;10.459515;797;-1.570000;0
1;arms_factory;4870;10.359255;808;-1.570000;0
1;arms_factory;4829;10.327724;756;-1.570000;0
1;arms_factory;4834;10.279494;789;-1.570000;0
1;arms_factory;4845;10.248595;774;-1.570000;0
1;industrial_complex;4834;12.374660;811;-1.570000;0
1;industrial_complex;4864;10.706993;798;-1.570000;0
1;industrial_complex;4838;12.038676;812;-1.570000;0
1;industrial_complex;4850;9.868738;767;-1.570000;0
1;industrial_complex;4862;10.082609;784;-1.570000;0
1;industrial_complex;4835;10.213263;780;-1.570000;0
1;air_base;4872;10.381142;799;-1.570000;0
1;bunker;4865;11.771078;800;-1.570000;0
1;bunker;4858;9.936974;776;-1.570000;0
1;bunker;4871;10.135929;792;-1.570000;0
1;bunker;4841;10.548821;806;-1.570000;0
1;bunker;4852;9.877080;767;-1.570000;0
1;bunker;4840;10.198898;767;-1.570000;0
1;bunker;4869;10.646423;810;-1.570000;0
1;bunker;4866;10.461005;795;-1.570000;0
1;bunker;4840;12.242395;812;-1.570000;0
1;bunker;4833;10.458956;798;-1.570000;0
1;bunker;4832;10.975603;806;-1.570000;0
1;bunker;4843;11.533731;814;-1.570000;0
1;anti_air_building;4859;10.451529;795;-1.570000;0
1;anti_air_building;4852;10.732677;817;-1.570000;0
1;anti_air_building;4861;9.806883;774;-1.570000;0
1;synthetic_refinery;4845;10.296773;766;-1.570000;0
1;nuclear_reactor_spawn;4865;11.088868;799;-1.570000;0
1;rocket_site_spawn;4833;13.847931;817;-1.570000;0
1;radar_station;4865;10.382648;794;-1.570000;0
1;fuel_silo;4832;10.175179;774;-1.570000;0
1;stronghold_network;4855;10.047690;778;-1.570000;0
1;special_project_facility_spawn;4834;10.536464;801;-1.570000;0
1;special_project_facility_spawn;4847;11.476804;798;-1.570000;0
1;special_project_facility_spawn;4863;10.162548;788;-1.570000;0
